"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"上午 01:11:45.1040808","Akagi64.exe","5540","Load Image","C:\Windows\System32\pcacli.dll","SUCCESS","Image Base: 0x7ffef7f40000, Image Size: 0x18000"
"上午 01:11:45.1044627","Akagi64.exe","5540","CloseFile","C:\Windows\System32\pcacli.dll","SUCCESS",""
"上午 01:11:45.1048795","Akagi64.exe","5540","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"上午 01:11:45.1049555","Akagi64.exe","5540","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\LogFlags","NAME NOT FOUND","Length: 20"
"上午 01:11:45.1050167","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"上午 01:11:45.1050831","Akagi64.exe","5540","RegOpenKey","HKLM\OSDATA\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1052701","Akagi64.exe","5540","QueryNameInformationFile","C:\Windows\System32\pcacli.dll","SUCCESS","Name: \Windows\System32\pcacli.dll"
"上午 01:11:45.1055568","Akagi64.exe","5540","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1056083","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\AppCompat","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1056675","Akagi64.exe","5540","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1057121","Akagi64.exe","5540","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\AppCompat","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1063544","Akagi64.exe","5540","CreateFile","C:\Windows\System32\sfc_os.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:45.1064650","Akagi64.exe","5540","QueryBasicInformationFile","C:\Windows\System32\sfc_os.dll","SUCCESS","CreationTime: 2024/4/1 下午 03:22:33, LastAccessTime: 2026/4/22 上午 01:10:13, LastWriteTime: 2024/4/1 下午 03:22:33, ChangeTime: 2026/4/15 下午 05:32:32, FileAttributes: A"
"上午 01:11:45.1065097","Akagi64.exe","5540","CloseFile","C:\Windows\System32\sfc_os.dll","SUCCESS",""
"上午 01:11:45.1068256","Akagi64.exe","5540","CreateFile","C:\Windows\System32\sfc_os.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:45.1069507","Akagi64.exe","5540","CreateFileMapping","C:\Windows\System32\sfc_os.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:45.1070275","Akagi64.exe","5540","CreateFileMapping","C:\Windows\System32\sfc_os.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:45.1074645","Akagi64.exe","5540","Load Image","C:\Windows\System32\sfc_os.dll","SUCCESS","Image Base: 0x7fff0e1e0000, Image Size: 0xa000"
"上午 01:11:45.1078322","Akagi64.exe","5540","CloseFile","C:\Windows\System32\sfc_os.dll","SUCCESS",""
"上午 01:11:45.1085239","Akagi64.exe","5540","CreateFile","C:\Windows\ServicingCommon.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"上午 01:11:45.1090803","Akagi64.exe","5540","CreateFile","C:\Windows\System32\ServicingCommon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:45.1091657","Akagi64.exe","5540","QueryBasicInformationFile","C:\Windows\System32\ServicingCommon.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:46, LastAccessTime: 2026/4/22 上午 01:10:13, LastWriteTime: 2026/4/15 上午 09:44:46, ChangeTime: 2026/4/15 下午 05:32:21, FileAttributes: A"
"上午 01:11:45.1092087","Akagi64.exe","5540","CloseFile","C:\Windows\System32\ServicingCommon.dll","SUCCESS",""
"上午 01:11:45.1095499","Akagi64.exe","5540","CreateFile","C:\Windows\System32\ServicingCommon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:45.1096535","Akagi64.exe","5540","CreateFileMapping","C:\Windows\System32\ServicingCommon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:45.1097312","Akagi64.exe","5540","CreateFileMapping","C:\Windows\System32\ServicingCommon.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:45.1102867","Akagi64.exe","5540","Load Image","C:\Windows\System32\ServicingCommon.dll","SUCCESS","Image Base: 0x7fff105b0000, Image Size: 0xfa000"
"上午 01:11:45.1105868","Akagi64.exe","5540","CloseFile","C:\Windows\System32\ServicingCommon.dll","SUCCESS",""
"上午 01:11:45.1119344","Akagi64.exe","5540","CreateFile","C:\Windows\WinSxS\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:45.1120635","Akagi64.exe","5540","QueryStandardInformationFile","C:\Windows\WinSxS\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms","SUCCESS","AllocationSize: 774,144, EndOfFile: 771,560, NumberOfLinks: 1, DeletePending: False, Directory: False"
"上午 01:11:45.1121143","Akagi64.exe","5540","CreateFileMapping","C:\Windows\WinSxS\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:45.1121547","Akagi64.exe","5540","QueryStandardInformationFile","C:\Windows\WinSxS\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms","SUCCESS","AllocationSize: 774,144, EndOfFile: 771,560, NumberOfLinks: 1, DeletePending: False, Directory: False"
"上午 01:11:45.1122532","Akagi64.exe","5540","CreateFileMapping","C:\Windows\WinSxS\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:45.1132936","Akagi64.exe","5540","CloseFile","C:\Windows\WinSxS\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms","SUCCESS",""
"上午 01:11:45.1136784","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"上午 01:11:45.1137400","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1138203","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1138815","Akagi64.exe","5540","RegQueryValue","HKCR\exefile\shell\runas\DontReturnProcessHandle","NAME NOT FOUND","Length: 12"
"上午 01:11:45.1140386","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1140888","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1141234","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1141694","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\Applications\slui.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1142577","Akagi64.exe","5540","RegOpenKey","HKCR\Applications\slui.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1143240","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: Name"
"上午 01:11:45.1143733","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1144175","Akagi64.exe","5540","RegOpenKey","HKCR\exefile","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"上午 01:11:45.1144698","Akagi64.exe","5540","RegQueryValue","HKCU\Software\Classes\exefile\AppUserModelID","NAME NOT FOUND","Length: 144"
"上午 01:11:45.1145115","Akagi64.exe","5540","RegQueryValue","HKCR\exefile\AppUserModelID","NAME NOT FOUND","Length: 144"
"上午 01:11:45.1145618","Akagi64.exe","5540","RegCloseKey","HKCR\exefile","SUCCESS",""
"上午 01:11:45.1146027","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: Name"
"上午 01:11:45.1146515","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1146888","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1147478","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\Application","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1148507","Akagi64.exe","5540","RegOpenKey","HKCR\exefile\Application","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1149185","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"上午 01:11:45.1149828","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1150363","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1150916","Akagi64.exe","5540","RegQueryValue","HKCR\exefile\shell\runas\FriendlyAppName","NAME NOT FOUND","Length: 144"
"上午 01:11:45.1151508","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: Name"
"上午 01:11:45.1152044","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1152402","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1153209","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\Application","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1154285","Akagi64.exe","5540","RegOpenKey","HKCR\exefile\Application","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1155511","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"上午 01:11:45.1156138","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1156784","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas\command","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1157946","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1158423","Akagi64.exe","5540","RegOpenKey","HKCR\exefile\shell\runas\command","SUCCESS","Desired Access: Query Value"
"上午 01:11:45.1158939","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas\command","SUCCESS","Query: Name"
"上午 01:11:45.1159436","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas\command","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1159956","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas\command","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1160470","Akagi64.exe","5540","RegQueryValue","HKCR\exefile\shell\runas\command\(Default)","SUCCESS","Type: REG_SZ, Length: 16, Data: ""%1"" %*"
"上午 01:11:45.1161044","Akagi64.exe","5540","RegCloseKey","HKCR\exefile\shell\runas\command","SUCCESS",""
"上午 01:11:45.1162010","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1162814","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1163203","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1163656","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\Applications\%1.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1164220","Akagi64.exe","5540","RegOpenKey","HKCR\Applications\%1.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1164872","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1165352","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1165738","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1166780","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\Applications\%1.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1167125","Akagi64.exe","5540","RegOpenKey","HKCR\Applications\%1.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1167466","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: Name"
"上午 01:11:45.1167827","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1168016","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1168237","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\Progid","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1168521","Akagi64.exe","5540","RegOpenKey","HKCR\exefile\Progid","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1168809","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"上午 01:11:45.1169154","Akagi64.exe","5540","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1169518","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1169835","Akagi64.exe","5540","RegQueryValue","HKCR\exefile\shell\runas\NoSmartScreen","NAME NOT FOUND","Length: 12"
"上午 01:11:45.1170626","Akagi64.exe","5540","RegCloseKey","HKCR\exefile\shell\runas","SUCCESS",""
"上午 01:11:45.1171387","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1171756","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1172051","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1172391","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1172799","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","SUCCESS","Desired Access: Read"
"上午 01:11:45.1173210","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1173689","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1174097","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1174447","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1174778","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1175125","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1175630","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1176015","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1176415","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1176781","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"上午 01:11:45.1177131","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1177486","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1177977","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1178299","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:11:45.1178607","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1178902","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1179228","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1179510","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\(Default)","SUCCESS","Type: REG_SZ, Length: 66, Data: ShellItem Shell Namespace helper"
"上午 01:11:45.1179813","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1180110","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1180588","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1181044","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1181480","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocServer32","SUCCESS","Desired Access: Read"
"上午 01:11:45.1181915","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1182302","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1182831","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1183139","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"上午 01:11:45.1183511","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1183811","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1184129","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1184410","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:11:45.1184695","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1184990","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1185300","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1185577","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"上午 01:11:45.1185888","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1186180","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1186483","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1186753","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"上午 01:11:45.1187053","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1187337","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1187646","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1188012","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"上午 01:11:45.1188356","Akagi64.exe","5540","RegCloseKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS",""
"上午 01:11:45.1188613","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1188913","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1189230","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1189498","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1189837","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1190147","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1190590","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1191014","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1191365","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
