"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"上午 01:11:45.1191707","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1192128","Akagi64.exe","5540","RegCloseKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS",""
"上午 01:11:45.1192909","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1193323","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1193656","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1194136","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1194554","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","SUCCESS","Desired Access: Read"
"上午 01:11:45.1194975","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1195367","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1195778","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1196150","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1196520","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1196890","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1197309","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1197785","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1198196","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1198549","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"上午 01:11:45.1198887","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1199213","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1199559","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1199864","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:11:45.1200181","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1200487","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1200822","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1201116","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\(Default)","SUCCESS","Type: REG_SZ, Length: 66, Data: ShellItem Shell Namespace helper"
"上午 01:11:45.1201435","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1201751","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1202088","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1202383","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1202839","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocServer32","SUCCESS","Desired Access: Read"
"上午 01:11:45.1203171","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1203488","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1203868","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1204177","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"上午 01:11:45.1204480","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1204791","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1205130","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1205637","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:11:45.1206036","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1206453","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1206889","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1207279","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"上午 01:11:45.1207793","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1208142","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1208499","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1208811","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"上午 01:11:45.1209136","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:45.1209449","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1209789","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1210093","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"上午 01:11:45.1210457","Akagi64.exe","5540","RegCloseKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InProcServer32","SUCCESS",""
"上午 01:11:45.1210739","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1211254","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1211705","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1212094","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1212484","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1212987","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1213388","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1213823","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1214201","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1214578","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1214981","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1215380","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1215800","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1216183","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1216620","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1217023","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1217449","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1217975","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:45.1218389","Akagi64.exe","5540","RegQueryValue","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\AppID","NAME NOT FOUND","Length: 112"
"上午 01:11:45.1218778","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1219338","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1219799","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1220192","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1220933","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:45.1221880","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1222879","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1223407","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1224043","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1224743","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","SUCCESS","Desired Access: Read"
"上午 01:11:45.1225478","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1226117","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1226805","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\Elevation","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1227392","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1228113","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\Elevation","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1228874","Akagi64.exe","5540","RegCloseKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS",""
"上午 01:11:45.1229890","Akagi64.exe","5540","RegCloseKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS",""
"上午 01:11:45.1230476","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:45.1230890","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1231398","Akagi64.exe","5540","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1231973","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1232519","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9AC9FBE1-E0A2-4AD6-B4EE-E212013EA917}","SUCCESS","Desired Access: Read"
"上午 01:11:45.1233012","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: Name"
"上午 01:11:45.1233451","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1233948","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1234382","Akagi64.exe","5540","RegQueryKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:45.1234748","Akagi64.exe","5540","RegOpenKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:45.1235348","Akagi64.exe","5540","RegCloseKey","HKCR\CLSID\{9ac9fbe1-e0a2-4ad6-b4ee-e212013ea917}","SUCCESS",""
"上午 01:11:45.1236183","Akagi64.exe","5540","RegCloseKey","HKCR\.exe","SUCCESS",""
"上午 01:11:45.1236484","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Classes\exefile","SUCCESS",""
"上午 01:11:45.1236732","Akagi64.exe","5540","RegCloseKey","HKCR\exefile\shell\runas","SUCCESS",""
"上午 01:11:45.1249446","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 4776, User Time: 0.0000000, Kernel Time: 0.1718750"
"上午 01:11:50.1388154","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Classes\exefile\shell\open\command","SUCCESS",""
"上午 01:11:50.1389017","Akagi64.exe","5540","RegOpenKey","HKCU\Software\KureND","SUCCESS","Desired Access: All Access"
"上午 01:11:50.1389709","Akagi64.exe","5540","RegDeleteValue","HKCU\Software\KureND\SymbolicLinkValue","SUCCESS",""
"上午 01:11:50.1392261","Akagi64.exe","5540","RegDeleteKey","HKCU\Software\KureND","SUCCESS",""
"上午 01:11:50.1394118","Akagi64.exe","5540","RegCloseKey","HKCU\Software\KureND","SUCCESS",""
"上午 01:11:50.1395039","Akagi64.exe","5540","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:50.1395548","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\open\command","REPARSE","Desired Access: Maximum Allowed"
"上午 01:11:50.1396044","Akagi64.exe","5540","RegOpenKey","HKCU\Software\Classes\exefile\shell\open\command","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"上午 01:11:50.1397029","Akagi64.exe","5540","RegDeleteValue","HKCU\Software\Classes\exefile\shell\open\command\(Default)","SUCCESS",""
"上午 01:11:50.1400658","Akagi64.exe","5540","RegFlushKey","HKCU\Software\Classes\exefile\shell\open\command","SUCCESS",""
"上午 01:11:50.1402829","Akagi64.exe","5540","SetEndOfFileInformationFile","C:\Users\caldera\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","SUCCESS","EndOfFile: 196,608"
"上午 01:11:50.1405656","Akagi64.exe","5540","QueryStandardInformationFile","C:\Users\caldera\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","SUCCESS","AllocationSize: 196,608, EndOfFile: 196,608, NumberOfLinks: 1, DeletePending: False, Directory: False"
"上午 01:11:50.1405967","Akagi64.exe","5540","WriteFile","C:\Users\caldera\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","SUCCESS","Offset: 94,208, Length: 24,576, Priority: Normal"
"上午 01:11:50.1407381","Akagi64.exe","5540","FlushBuffersFile","C:\Users\caldera\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","SUCCESS",""
"上午 01:11:50.1407885","Akagi64.exe","5540","WriteFile","C:\Users\caldera\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","SUCCESS","Offset: 94,208, Length: 24,576, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"上午 01:11:50.1476803","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Classes\exefile\shell\open\command","SUCCESS",""
"上午 01:11:50.1478907","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 5080, User Time: 0.0000000, Kernel Time: 0.0156250"
"上午 01:11:50.1479012","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 1408, User Time: 0.0000000, Kernel Time: 0.0156250"
"上午 01:11:50.1479077","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 6688, User Time: 0.0000000, Kernel Time: 0.0156250"
"上午 01:11:50.1479263","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 11240, User Time: 0.0000000, Kernel Time: 0.0000000"
"上午 01:11:50.1479312","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 1780, User Time: 0.0156250, Kernel Time: 0.0156250"
"上午 01:11:50.1479580","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 10516, User Time: 0.0000000, Kernel Time: 0.0000000"
"上午 01:11:50.1479679","Akagi64.exe","5540","Thread Exit","","SUCCESS","Thread ID: 4428, User Time: 0.0000000, Kernel Time: 0.0000000"
"上午 01:11:50.1485948","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE\Policies","SUCCESS",""
"上午 01:11:50.1486456","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Policies","SUCCESS",""
"上午 01:11:50.1486873","Akagi64.exe","5540","RegCloseKey","HKCU\Software","SUCCESS",""
"上午 01:11:50.1487263","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE","SUCCESS",""
"上午 01:11:50.1487647","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE\WOW6432Node","SUCCESS",""
"上午 01:11:50.1488609","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Microsoft\Internet Explorer\Main","SUCCESS",""
"上午 01:11:50.1489019","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE\Microsoft\Internet Explorer\Main","SUCCESS",""
"上午 01:11:50.1489411","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Microsoft\Internet Explorer\Security","SUCCESS",""
"上午 01:11:50.1489810","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE\Microsoft\Internet Explorer\Security","SUCCESS",""
"上午 01:11:50.1490205","Akagi64.exe","5540","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS",""
"上午 01:11:50.1490701","Akagi64.exe","5540","RegCloseKey","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS",""
